Date,Team,Opponent,W/L,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
2013/10/30,GSW,LAL,W,46,86,0.535,15,27,0.556,18,23,0.783,7,41,48,34,8,9,15,22,125
2013/10/31,GSW,LAC,L,43,81,0.5305,13.5,24,0.5635,20.5,28,0.74,8.5,32,40.5,30,7.5,5.5,19.5,28.5,120
2013/11/02,GSW,SAC,W,41.6666666666667,79.3333333333333,0.52466666666667,12.6666666666667,25,0.51133333333333,16.6666666666667,22.6666666666667,0.74333333333333,7.33333333333333,34.3333333333333,41.6666666666667,29.3333333333333,7.66666666666667,6,19,26.3333333333333,112.666666666667
2013/11/04,GSW,PHI,W,41.5,82.5,0.505,13.25,28.25,0.48225,15.75,22,0.72,8.75,36,44.75,29,10.25,6.25,19.75,25.75,112
2013/11/06,GSW,MIN,W,41.6,82.8,0.504,12.2,26.6,0.4658,15.4,21.6,0.716,8.8,36.8,45.6,27.8,10.6,7.2,20,26.4,110.8
2013/11/08,GSW,SAS,L,39.5,80.8333333333333,0.488,11.5,25.5,0.45483333333333,14.1666666666667,19.6666666666667,0.73,8.33333333333333,37.1666666666667,45.5,25.8333333333333,10,6.66666666666667,19.8333333333333,25.3333333333333,104.666666666667
2013/11/09,GSW,MEM,L,38.5714285714286,80.4285714285714,0.47871428571429,11.2857142857143,26.1428571428571,0.43742857142857,14.1428571428571,20.5714285714286,0.70257142857143,8.42857142857143,35.2857142857143,43.7142857142857,24.5714285714286,9.71428571428571,6.14285714285714,19.4285714285714,25.1428571428571,102.571428571429
2013/11/12,GSW,DET,W,39,79.125,0.493875,10.875,24.875,0.44525,15,21.25,0.71575,8.625,35,43.625,25,9.125,5.75,19.875,25.125,103.875
2013/11/14,GSW,OKC,W,39.6666666666667,80.7777777777778,0.49222222222222,11.2222222222222,24.6666666666667,0.46344444444444,14.6666666666667,20.4444444444444,0.73144444444444,8.66666666666667,33.5555555555556,42.2222222222222,25.1111111111111,9.44444444444444,5.66666666666667,18.4444444444444,24.7777777777778,105.222222222222
2013/11/16,GSW,UTA,W,39.8,80.7,0.4943,11,24.3,0.46,14.3,19.8,0.7369,8.8,33.4,42.2,25,9.2,5.6,18.1,24.2,104.9
2013/11/18,GSW,UTA,W,39.0909090909091,80.5454545454545,0.48618181818182,11.0909090909091,24.0909090909091,0.46772727272727,15,20.7272727272727,0.73654545454545,9.27272727272727,34.2727272727273,43.5454545454545,24.2727272727273,8.81818181818182,5.63636363636364,17.7272727272727,23.4545454545455,104.272727272727
2013/11/20,GSW,MEM,L,38.8333333333333,80.6666666666667,0.48225,10.5833333333333,23.5833333333333,0.45191666666667,14.0833333333333,19.6666666666667,0.71683333333333,9.08333333333333,34.4166666666667,43.5,24.25,8.33333333333333,5.41666666666667,17.4166666666667,23.1666666666667,102.333333333333
