Date,Team,Opponent,W/L,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
2013/10/29,MIA,CHI,W,37,72,0.514,11,20,0.55,22,29,0.759,5,35,40,26,10,7,18,21,107
2013/10/30,MIA,PHI,L,39.5,78.5,0.504,13.5,30,0.475,16,21,0.764,6,29.5,35.5,28,8.5,3.5,18.5,23,108.5
2013/11/01,MIA,BKN,L,37,74.6666666666667,0.49533333333333,11.3333333333333,24.6666666666667,0.48333333333333,20.3333333333333,26,0.778,5.33333333333333,28.3333333333333,33.6666666666667,26.6666666666667,9,3,17.3333333333333,25,105.666666666667
2013/11/03,MIA,WAS,W,37,73.5,0.50375,11.25,25.25,0.46425,19.75,26.25,0.75025,6,27.25,33.25,28,9,3.75,17,23.25,105
2013/11/05,MIA,TOR,W,37.8,75.4,0.5018,11,24.8,0.4584,18.2,23.8,0.7716,6.8,27.4,34.2,28.6,8.6,3.8,15.8,24,104.8
2013/11/07,MIA,LAC,W,37.8333333333333,74.6666666666667,0.50733333333333,10,23.3333333333333,0.43416666666667,18.6666666666667,25.3333333333333,0.749,7,26.5,33.5,28.3333333333333,8.16666666666667,3.66666666666667,15.8333333333333,23.8333333333333,104.333333333333
2013/11/09,MIA,BOS,L,38.2857142857143,74.1428571428571,0.51728571428571,9.28571428571429,21.4285714285714,0.44357142857143,19.2857142857143,26.5714285714286,0.73857142857143,6.57142857142857,26.5714285714286,33.1428571428571,28,7.57142857142857,4.14285714285714,15,22.2857142857143,105.142857142857
2013/11/12,MIA,MIL,W,39.25,74.75,0.525375,9.625,21.625,0.453375,18.625,26.25,0.719125,6.375,27.625,34,28.125,7.75,4.5,14.75,21.625,106.75
2013/11/15,MIA,DAL,W,39.3333333333333,74.6666666666667,0.52711111111111,9.11111111111111,20.6666666666667,0.44577777777778,19.3333333333333,26.6666666666667,0.73177777777778,6.11111111111111,27.8888888888889,34,26.8888888888889,9,4.55555555555556,14.8888888888889,20.8888888888889,107.111111111111
2013/11/16,MIA,CHA,W,38.9,74.1,0.5251,8.8,20.1,0.4412,19.5,26.3,0.7499,6.1,28.8,34.9,26,8.6,4.9,14.9,21,106.1
